Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap
0.4463504035345031,2.280905882663645,Travel_Rarely,0.7425265337769018,Sales,-1.0109093429124179,-0.8916882501868245,Life Sciences,-0.6605306743650393,Female,1.3831382668932737,0.3796721288811475,-0.05778754527941421,Sales Executive,1.1532535902386967,Single,-0.10834951351067117,0.7260199409380492,2.1251359240839385,Yes,-1.1505541015749308,-0.42623001504290287,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,-0.8526066181615414,0.2665238325659667,-0.8063146716442207,0.8209587803034187,-0.37666038982716765,Recent,3.280243893371345,Mid,-0.463547228508435
1.3223652142096962,-0.43842229861417986,Travel_Frequently,-1.2977746019136118,Research & Development,-0.14714972001373974,-1.8684257522543597,Life Sciences,0.2546249253678617,Male,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,Research Scientist,-0.6608531809232983,Married,-0.29171858995657424,1.4888761391146892,-0.6780493930322936,No,2.1293060069870897,2.346151056253851,1.1914379855160337,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,-0.5588390039516005,0.3669699318220838,-0.49885839794876924,0.4224948163976181,0.8271398207499803,Recent,-0.30485538042484617,Senior,-0.463547228508435
0.008342998196906572,2.280905882663645,Travel_Rarely,1.4143632382387843,Research & Development,-0.8875151110697495,-0.8916882501868245,Other,1.1697805251007627,Male,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,Laboratory Technician,0.24620020465769926,Single,-0.9376536912260358,-1.6748408610979753,1.3242258334793007,Yes,-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.8526066181615414,-1.742398152556376,-0.8063146716442207,-1.669440994107834,0.02460634703188163,Recent,-0.30485538042484617,Early,-0.463547228508435
-0.42966440714069,-0.43842229861417986,Travel_Frequently,1.4614661806180305,Research & Development,-0.7641208792270812,1.0617867539482457,Life Sciences,1.1697805251007627,Female,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,Research Scientist,0.24620020465769926,Married,-0.7636336754564013,1.2432105837696696,-0.6780493930322936,Yes,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,0.24902193512573667,0.894311952916699,-0.42199432952490634,-1.669440994107834,-0.9498985853400951,Moderate,-0.30485538042484617,Senior,-0.463547228508435
-1.0866755151470848,-0.43842229861417986,Travel_Rarely,-0.5242947060017769,Research & Development,-0.8875151110697495,-1.8684257522543597,Medical,-1.5756862740979403,Male,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,Laboratory Technician,-0.6608531809232983,Married,-0.6448581091374443,0.3258998974213038,2.5255909693862573,No,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,2.0850695239378667,1.2709848251271383,0.7309666968330367,1.3190387351856692,-0.6346175778079851,Moderate,-0.30485538042484617,Early,-0.463547228508435
-0.5391662584750891,-0.43842229861417986,Travel_Frequently,0.5020536174196967,Research & Development,-0.8875151110697495,-0.8916882501868245,Life Sciences,1.1697805251007627,Male,0.645040522822686,0.3796721288811475,-0.9614863916702531,Laboratory Technician,1.1532535902386967,Single,-0.7298495698307945,-0.34419928329096944,-1.0785044383346125,No,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,0.4063974427382049,1.2709848251271383,-0.5134991728866479,0.8921130595723115,-1.1791938635452657,Moderate,-0.30485538042484617,Senior,-0.463547228508435
2.4173837275536876,-0.43842229861417986,Travel_Rarely,1.2928872289449382,Research & Development,-0.7641208792270812,0.08504925188071055,Medical,0.2546249253678617,Female,0.743453555365431,1.7855109940078144,-0.9614863916702531,Laboratory Technician,-1.5679065665042957,Married,-0.814416073220678,-0.6112270608399039,0.523315742874663,Yes,1.3093409798465847,2.346151056253851,-1.584178240646517,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.8526066181615414,-1.742398152556376,2.268248065310294,-1.669440994107834,0.4545349936665772,Recent,-0.30485538042484617,Early,-0.463547228508435
-0.7581699611438873,-0.43842229861417986,Travel_Rarely,1.3771767047814845,Research & Development,1.827157989468953,-1.8684257522543597,Life Sciences,1.1697805251007627,Male,0.05456232756621595,0.3796721288811475,-0.9614863916702531,Laboratory Technician,0.24620020465769926,Divorced,-0.8095290642308104,-0.1374635670938734,-0.6780493930322936,No,1.855984331273588,2.346151056253851,-0.6589728319256667,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.8526066181615414,-1.742398152556376,1.243393819658789,-1.669440994107834,0.22523971546140603,Recent,-0.30485538042484617,Early,-0.463547228508435
0.11784484953130571,-0.43842229861417986,Travel_Frequently,-1.4539580424342708,Research & Development,1.7037637576262845,0.08504925188071055,Life Sciences,1.1697805251007627,Male,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,Manufacturing Director,0.24620020465769926,Single,0.6423375630633446,-0.7766437419846911,-1.0785044383346125,No,1.5826626555600865,2.346151056253851,-0.6589728319256667,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,-0.5261981579282737,0.6013441634196907,-0.578569283721664,0.9869854319308353,1.056435098955151,Recent,-0.30485538042484617,Senior,-0.463547228508435
-0.10115885313749257,-0.43842229861417986,Travel_Rarely,1.230909673182772,Research & Development,2.197340684996958,0.08504925188071055,Medical,0.2546249253678617,Male,1.3831382668932737,0.3796721288811475,-0.05778754527941421,Healthcare Representative,0.24620020465769926,Married,-0.2689833742211031,0.31817014596593995,1.3242258334793007,No,-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,2.0850695239378667,1.2709848251271383,-0.3670914235078615,1.3190387351856692,-1.4658129613017294,Critical,-0.30485538042484617,Senior,2.1572774865200244
-0.2106607044718917,-0.43842229861417986,Travel_Rarely,0.016149580244313087,Research & Development,0.8400041347276065,0.08504925188071055,Medical,-1.5756862740979403,Male,0.8910731041795485,1.7855109940078144,-0.9614863916702531,Laboratory Technician,-0.6608531809232983,Married,-0.8662608642436216,0.304397134281837,-1.0785044383346125,No,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.678773515728442,1.707499689688721,0.33809616377248186,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,-0.8526066181615414,0.6683082295904356,0.21853957400728422,0.12364684346826783,0.5405207229935165,Recent,-0.30485538042484617,Mid,-0.463547228508435
-0.8676718124782865,-0.43842229861417986,Travel_Rarely,-1.6101414829549299,Research & Development,0.7166099028849382,-0.8916882501868245,Life Sciences,1.1697805251007627,Female,-0.8311549653184892,-1.0261667362455194,-0.05778754527941421,Laboratory Technician,0.24620020465769926,Single,-0.4908110866307471,-0.22923679800937558,-1.0785044383346125,Yes,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,-0.9320143892374165,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.32522751910309133,0.21280194070989908,-0.6791456840737199,1.086895217551534,-0.8526066181615414,-0.06829649828775697,-0.46469658976038575,0.9869854319308353,0.5118588132178697,Recent,-0.30485538042484617,Senior,-0.463547228508435
-0.6486681098094882,-0.43842229861417986,Travel_Rarely,-0.32844562979333136,Research & Development,2.0739464531542895,-1.8684257522543597,Life Sciences,-1.5756862740979403,Male,-1.7168722582031943,0.3796721288811475,-0.9614863916702531,Research Scientist,0.24620020465769926,Divorced,-0.7632087181529345,0.12042904964417642,-0.6780493930322936,No,0.4893759527060795,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.8073390444129942,-1.3960855268088614,-1.0778621289498782,-0.32789331844000197,-0.6154915796172451,0.5625759024789769,-0.3148734873096303,1.4975342955179851,-0.5370449614829703,-0.6013438225139197,0.12364684346826783,-1.6377844199556078,Delayed,3.280243893371345,Mid,-0.463547228508435
-0.3201625558062908,-0.43842229861417986,Travel_Rarely,1.3474274780156446,Research & Development,1.2101868302556114,-0.8916882501868245,Medical,-0.6605306743650393,Male,1.333931750621901,0.3796721288811475,-0.9614863916702531,Laboratory Technician,1.1532535902386967,Divorced,-0.8163283810862784,-0.7807194291157011,-1.0785044383346125,No,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-1.0644701017820986,-0.6201892226844657,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,0.6162314528881626,1.2709848251271383,0.21853957400728422,1.3190387351856692,-0.6632794875836314,Recent,-0.30485538042484617,Early,-0.463547228508435
-0.9771736638126857,2.280905882663645,Travel_Rarely,-1.7340965944792623,Research & Development,1.827157989468953,0.08504925188071055,Life Sciences,0.2546249253678617,Male,-0.7819484490471167,-1.0261667362455194,-0.9614863916702531,Laboratory Technician,0.24620020465769926,Single,-0.9508273676335051,-0.19199345008807683,0.9237707881769818,Yes,-0.3305890744344257,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.678773515728442,0.9316033855643254,0.33809616377248186,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,-0.8526066181615414,-0.23570666371461896,0.21853957400728422,0.5719188028622934,0.2825635350126991,Recent,-0.30485538042484617,Mid,-0.463547228508435
-0.8676718124782865,-0.43842229861417986,Travel_Rarely,1.4540288739265705,Research & Development,1.456975293940948,1.0617867539482457,Life Sciences,-0.6605306743650393,Female,-0.7327419327757442,1.7855109940078144,0.8459113011114247,Manufacturing Director,-1.5679065665042957,Divorced,0.738802870950297,-0.5787621047273755,-0.6780493930322936,No,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.16451140099023315,-1.3960855268088614,0.33809616377248186,0.48850772848886465,1.3171933011460915,1.8042974890316739,1.086895217551534,1.4975342955179851,0.9696465273587869,-0.7038292470790702,0.7213427893269687,-1.8097558786094863,Critical,3.280243893371345,Senior,2.1572774865200244
-0.5391662584750891,-0.43842229861417986,Travel_Rarely,-1.1614239792368461,Research & Development,-0.5173324155417446,-0.8916882501868245,Life Sciences,-1.5756862740979403,Male,0.6942470390940585,1.7855109940078144,-0.9614863916702531,Research Scientist,-0.6608531809232983,Divorced,-0.6809794799321182,0.10398576018458414,-1.0785044383346125,Yes,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,1.4159910129545328,-0.5502079870438897,1.707499689688721,-1.0778621289498782,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,0.24583399463483546,-0.8526066181615414,-0.7379371599952047,0.047730533065366766,0.8209587803034187,0.5118588132178697,Recent,-0.30485538042484617,Mid,-0.463547228508435
